"Front";"Back";"Tags"
"<strong>Which of the following statements correctly describes the periodic or perpetual accounting practices?</strong><br><br>A) In the periodic method, vendor bills are recorded as expenses, and the inventory (stock valuation) is adjusted in the closing entry.<br>B) In the periodic method, vendor bills are recorded as assets (stock valuation) and are expensed when goods are sold.<br>C) In perpetual accounting, vendor bills are recorded as expenses, and the inventory (stock valuation) is adjusted in the closing entry.";"✅ <strong>Jawaban: A) In the periodic method, vendor bills are recorded as expenses, and the inventory (stock valuation) is adjusted in the closing entry.</strong>";"odoo19::accounting"
"<strong>When looking at the depreciation board of an asset, which fields affect the values in the Depreciation column?</strong><br><br>A) Original value, Duration, Asset Group<br>B) Fixed Asset Account, Salvage Value, Computation<br>C) Method, Not Depreciable Value, Prorata Date";"✅ <strong>Jawaban: A) Original value, Duration, Asset Group</strong>";"odoo19::accounting"
"<strong>Why is a line highlighted in red in a purchase order?</strong><br><br>A) The product is currently out of stock.<br>B) This PO line will exceed the analytic budget if confirmed.<br>C) The product is not available for delivery in the requested quantity.";"✅ <strong>Jawaban: B) This PO line will exceed the analytic budget if confirmed.</strong>";"odoo19::accounting"
"<strong>What does a blue globe icon in the upper-right corner above a spreadsheet signify about regional settings, e.g., date format and thousand and decimal separators?</strong><br><br>A) The regional settings of the spreadsheet are the same as those of your own user profile.<br>B) The regional settings of the spreadsheet are different from those of your own user profile.<br>C) You can click on this icon to change the regional settings of spreadsheet if they don't match those of your own user profile.";"✅ <strong>Jawaban: B) The regional settings of the spreadsheet are different from those of your own user profile.</strong>";"odoo19::spreadsheet"
"<strong>On a dashboard, what additional feature is available when a time-series chart, i.e., a chart that shows data over time, is expanded to full screen?</strong><br><br>A) It is possible to edit the chart's data source directly from the full-screen view.<br>B) It is possible to zoom in on a specific time span and scroll forwards and backwards in time.<br>C) Real−time data streaming shows live updates to the data while the chart is expanded.";"✅ <strong>Jawaban: B) It is possible to zoom in on a specific time span and scroll forwards and backwards in time.</strong>";"odoo19::spreadsheet"
"<strong>What does the Launch Campaign button do in the Appraisals app?</strong><br><br>A) It automatically schedules appraisals for all employees whose appraisals are due within the current quarter<br>B) It allows scheduling multiple appraisals at once<br>C) It assigns the same goal to multiple employees at one time";"✅ <strong>Jawaban: B) It allows scheduling multiple appraisals at once</strong>";"odoo19::hr"
"<strong>Is it possible for employees to view the onboarding slides in the Referrals app after they've already seen them?</strong><br><br>A) Yes, by going to 'Referrals' app > 'Configuration' > 'Onboarding' and click 'Restart Onboarding'.<br>B) Yes, by setting the 'Onboarding' option to 'always show'.<br>C) No, they can only be viewed once and cannot be shown again.";"✅ <strong>Jawaban: A) Yes, by going to 'Referrals' app > 'Configuration' > 'Onboarding' and click 'Restart Onboarding'.</strong>";"odoo19::hr"
"<strong>What is preconfigured in the Fleet app?</strong><br><br>A) Vehicle Manufacturers<br>B) Vehicle Models<br>C) Vehicle Categories";"✅ <strong>Jawaban: C) Vehicle Categories</strong>";"odoo19::hr"
"<strong>In what case would you send a global invoice?</strong><br><br>A) For all orders from the same client.<br>B) For clients who purchased the same product.<br>C) For returned products only.";"✅ <strong>Jawaban: A) For all orders from the same client.</strong>";"odoo19::pos"
"<strong>What happens when a customer pays using their customer account in the POS?</strong><br><br>A) The purchase amount is immediately deducted from inventory.<br>B) The purchase amount is recorded as debt until it is paid off.<br>C) The purchase is automatically refunded.";"✅ <strong>Jawaban: B) The purchase amount is recorded as debt until it is paid off.</strong>";"odoo19::pos"
"<strong>What happens when settling the remaining balance of a sales order in the POS?</strong><br><br>A) The down payment is deducted, allowing to complete the order.<br>B) The down payment is ignored and the customer pays the full amount again.<br>C) A new sales order must be created for the remaining amount.";"✅ <strong>Jawaban: A) The down payment is deducted, allowing to complete the order.</strong>";"odoo19::pos"
"<strong>An RFQ is automatically created whenever the following happens:</strong><br><br>A) The product has the Purchase checkbox ticked, has a vendor pricelist, and a reordering rule triggers the purchase<br>B) The route on the product is set as 'Buy' and a sales order is validated<br>C) The route on the product is set as 'Manufacture' and a quotation is created";"✅ <strong>Jawaban: A) The product has the Purchase checkbox ticked, has a vendor pricelist, and a reordering rule triggers the purchase</strong>";"odoo19::purchase"
"<strong>If you have several lines for the same vendor in a product purchase price list, which one will be selected?</strong><br><br>A) The first in the list<br>B) The cheapest if the condition of quantity is met<br>C) The one with the biggest quantity under the quantity ordered";"✅ <strong>Jawaban: B) The cheapest if the condition of quantity is met</strong>";"odoo19::purchase"
"<strong>Your warehouse tracks liquid inventory in liters, but your vendor sells in gallons. You create Gallon as a new Unit of Measure. What condition must be met for Odoo to automatically convert between gallons and liters when you purchase the product?</strong><br><br>A) Create the ""Gallons"" unit, set its Reference unit to liters, and if an RFQ uses gallons as the unit, the receipt will say liters<br>B) Create the gallons unit to be in the ""Volume"" UoM category that uses liters as the reference unit of measure<br>C) Odoo converts automatically without any setup, thanks to AI";"✅ <strong>Jawaban: B) Create the gallons unit to be in the ""Volume"" UoM category that uses liters as the reference unit of measure</strong>";"odoo19::purchase"
"<strong>When a preset Discount is set on a Vendor Pricelist for a specific product, can the discount be overridden on an RFQ?</strong><br><br>A) No, the Discount must be changed in the 'Discount (%)' field on the Vendor Pricelist itself<br>B) No, once the Discount is set it won't reset until the Vendor changes their pricing<br>C) Yes, the Discount can be modified directly on the purchase order line when creating an RFQ";"✅ <strong>Jawaban: C) Yes, the Discount can be modified directly on the purchase order line when creating an RFQ</strong>";"odoo19::purchase"
"<strong>Can you create alternative requests for quotation (RFQs) for multiple vendors, with the same products, to find the best price?</strong><br><br>A) Yes, by clicking 'Create Alternative' under the 'Alternatives' tab from a new RFQ, and selecting 'Copy Products'<br>B) No, Odoo does not allow for alternative requests for quotation to be created with the same products and different vendors<br>C) Yes, by selecting two RFQs from the RFQs overview page, clicking the 'gear' icon, and clicking 'create alternative quotation'";"✅ <strong>Jawaban: A) Yes, by clicking 'Create Alternative' under the 'Alternatives' tab from a new RFQ, and selecting 'Copy Products'</strong>";"odoo19::purchase"
"<strong>The Forecasted report shows ""Time to Replenish = 8 days"" for a product with low on-hand quantity. The forecasted quantity will reach 0 in 8 days. What should you do based on this information?</strong><br><br>A) Click ""Replenish"" to trigger replenishment to ensure the product arrives in 8 days<br>B) Wait until the on-hand quantity reaches 0 before reordering<br>C) Ignore the field, it only affects products managed by reordering rules";"✅ <strong>Jawaban: A) Click ""Replenish"" to trigger replenishment to ensure the product arrives in 8 days</strong>";"odoo19::purchase"
"<strong>A delivery method is set to Based on Rules. (1) Order total < $50, Delivery fee = $13 (2) Order total > $50, Delivery fee = $0. Question: You confirm a sales order totalling $55. How much is delivery?</strong><br><br>A) $13<br>B) $0<br>C) $55";"✅ <strong>Jawaban: B) $0</strong>";"odoo19::purchase"
"<strong>Which of the following is true about the Dispatch Management System?</strong><br><br>A) You can get Google Maps directions to all delivery destinations for an in-progress batch or wave transfer<br>B) You can set a vehicle's capacity based on the number of products it can carry<br>C) It's not necessary to configure dock locations to load items onto a delivery vehicle";"✅ <strong>Jawaban: A) You can get Google Maps directions to all delivery destinations for an in-progress batch or wave transfer</strong>";"odoo19::purchase"
"<strong>What happens when the on-hand quantity of a product is manually updated to increase by 10 units?</strong><br><br>A) Nothing; on-hand quantity can only be updated by following the purchasing process<br>B) The forecasted quantity increases by 10 units<br>C) The on-hand quantity updates to 10, and an inventory adjustment is created to account for the difference";"✅ <strong>Jawaban: C) The on-hand quantity updates to 10, and an inventory adjustment is created to account for the difference</strong>";"odoo19::purchase"
"<strong>Which of the following statements about 'Inventory Adjustments' is FALSE?</strong><br><br>A) A stock move with 0 quantity is created from the storage location to the Inventory Loss location when the on-hand and counted quantities match<br>B) You can set the frequency of inventory counts for product categories<br>C) The barcode app shows all inventory counts to do at the selected location";"✅ <strong>Jawaban: C) The barcode app shows all inventory counts to do at the selected location</strong>";"odoo19::purchase"
"<strong>Your product uses the FIFO costing method. You (1) receive 3 units at $20 each, (2) receive 1 unit at $50, then (3) deliver 2 units.Which of the following correctly describes the cost of your remaining stock?</strong><br><br>A) Two remaining units, both valued at $20<br>B) One unit valued at $20 and one unit valued at $50<br>C) Two remaining units, both valued at $35";"✅ <strong>Jawaban: B) One unit valued at $20 and one unit valued at $50</strong>";"odoo19::purchase"
"<strong>Your warehouse uses the ""Before Scheduled Date"" reservation method. In the Delivery Order operation settings, ""days before"" = 5, and ""days before when starred"" = 10. You have 2 deliveries for June 30, one starred, one not. Today is June 21. Which of the following best describes what happens?</strong><br><br>A) Both deliveries are reserved, because they're within 10 days of the scheduled date<br>B) Only the starred delivery is reserved, because it's within 10 days of the scheduled date<br>C) Neither delivery is reserved, because the scheduled date hasn't yet arrived";"✅ <strong>Jawaban: B) Only the starred delivery is reserved, because it's within 10 days of the scheduled date</strong>";"odoo19::purchase"
"<strong>You receive a pallet of Teakwood Planks and the following putaway rules exist (see image below). Which location will Odoo choose for the stock move?</strong><br><br>A) WH/Stock/Shelf 2/Small Refrigerator<br>B) WH/Stock/Shelf 1<br>C) WH/Stock";"✅ <strong>Jawaban: C) WH/Stock</strong>";"odoo19::purchase"
"<strong>Which of the following types of record(s) can NOT have barcodes added to them?</strong><br><br>A) Products, Packagings, and Package Types<br>B) Locations and Operation Types<br>C) Product Categories";"✅ <strong>Jawaban: C) Product Categories</strong>";"odoo19::purchase"
"<strong>Can you enter barcodes manually in the Barcode app?</strong><br><br>A) Yes, but only for products and packages<br>B) Yes, including barcodes for products, packages, delivery orders, and warehouse receipts<br>C) No";"✅ <strong>Jawaban: B) Yes, including barcodes for products, packages, delivery orders, and warehouse receipts</strong>";"odoo19::purchase"
"<strong>When should a company use the Master Production Schedule (MPS) instead of reordering rules?</strong><br><br>A) When it wants to maintain fixed safety stock levels for all products<br>B) When it produces only on demand (Make to Order)<br>C) When it needs to plan production based on seasonal or forecasted demand";"✅ <strong>Jawaban: C) When it needs to plan production based on seasonal or forecasted demand</strong>";"odoo19::mrp"
"<strong>When an analytic account is assigned to a MO, how are the related costs recorded?</strong><br><br>A) Finished products are posted as revenue, while consumed components appear as costs, and labor is billed through timesheets<br>B) Consumed components and labor costs are recorded as expenses on the linked analytic account (project)<br>C) Finished products and by-products are recorded as revenue on the analytic account";"✅ <strong>Jawaban: B) Consumed components and labor costs are recorded as expenses on the linked analytic account (project)</strong>";"odoo19::mrp"
"<strong>In an OEE calculation, what is considered as fully productive time?</strong><br><br>A) Recorded working time that doesn't exceed the expected working time<br>B) All recorded time on a work order before it's marked as done<br>C) All time recorded on the work order during a work center's scheduled working hours";"✅ <strong>Jawaban: C) All time recorded on the work order during a work center's scheduled working hours</strong>";"odoo19::mrp"
"<strong>How do you configure a manufacturing product for subcontracting?</strong><br><br>A) Enable the 'Subcontracted' checkbox on the product's form<br>B) Enable the 'Subcontracting' option in the 'BoM Type' field on the product's BoM<br>C) Add the 'Subcontract' route on the sales order that includes the product\";"✅ <strong>Jawaban: B) Enable the 'Subcontracting' option in the 'BoM Type' field on the product's BoM</strong>";"odoo19::mrp"
"<strong>Your subcontractor may consume slightly more or fewer components than expected. How can Odoo accommodate this?</strong><br><br>A) By setting Flexible Consumption to ""Allowed"" on the BoM<br>B) By sending more products than necessary on the Resupply Subcontractor route, and if there are extras, they can send them back<br>C) By setting Flexible Consumption to ""Allowed with warning"" on the BoM";"✅ <strong>Jawaban: C) By setting Flexible Consumption to ""Allowed with warning"" on the BoM</strong>";"odoo19::mrp"
"<strong>In the MPS, what does an orange-colored cell indicate about replenishment?</strong><br><br>A) A replenishment order has already been generated, but more quantities need to be ordered to meet the Safety Stock Target<br>B) The forecasted demand is higher than the actual demand, so the quantity to replenish is uncertain<br>C) Too many units have already been replenished";"✅ <strong>Jawaban: A) A replenishment order has already been generated, but more quantities need to be ordered to meet the Safety Stock Target</strong>";"odoo19::mrp"
"<strong>When performing a work order, you can consume:</strong><br><br>A) Only products from the BoM, in the quantities defined by the BoM<br>B) Only products from the BoM, but you can add extra quantities<br>C) Any product";"✅ <strong>Jawaban: C) Any product</strong>";"odoo19::mrp"
"<strong>Which of the following is true about splitting/merging manufacturing orders?</strong><br><br>A) Only manufacturing orders of identical products with the same BoM may be merged<br>B) Only manufacturing orders in the draft state may be merged<br>C) Only manufacturing orders of even quantities may be split";"✅ <strong>Jawaban: C) Only manufacturing orders of even quantities may be split</strong>";"odoo19::mrp"
"<strong>What is the ""Register Production"" step on a work order card in the Shop Floor module used for?</strong><br><br>A) To confirm that the manufacturing order has been completed<br>B) To mark a work order as ""In Progress""<br>C) To register the number of units manufactured";"✅ <strong>Jawaban: A) To confirm that the manufacturing order has been completed</strong>";"odoo19::mrp"
"<strong>What does it mean when a work center is ""fully productive""?</strong><br><br>A) The work center is operational<br>B) The work center is processing a work order within its expected duration<br>C) The work center is processing multiple work orders";"✅ <strong>Jawaban: B) The work center is processing a work order within its expected duration</strong>";"odoo19::mrp"
"<strong>On Many2One and Many2Many fields, what does setting a value of '5' for 'Typeahead search' allow?</strong><br><br>A) The search has an auto-complete functionality based the last 5 selected records.<br>B) The search results only show after at least 5 characters have been typed.<br>C) The search results are limited to the first 5 records for faster loading.";"✅ <strong>Jawaban: B) The search results only show after at least 5 characters have been typed.</strong>";"odoo19::studio"
"<strong>In a List view, how can you control the width of columns?</strong><br><br>A) Set the width using a CSS class applied to the List view's container element.<br>B) This can't be controlled; the width is determined by the longest value in the column.<br>C) Define a fixed column width, in pixels.";"✅ <strong>Jawaban: B) This can't be controlled; the width is determined by the longest value in the column.</strong>";"odoo19::studio"
"<strong>If an action only needs approval in certain circumstances, how you can configure this?</strong><br><br>A) Add the details in the 'Description' field; the approver will see a message indicating whether or not approval is needed.<br>B) When setting up an approval step, click the filter icon and define the relevant conditions.<br>C) After the basic approval rule is set up, create an automation rule to further define the circumstances in which it applies.";"✅ <strong>Jawaban: B) When setting up an approval step, click the filter icon and define the relevant conditions.</strong>";"odoo19::studio"
"<strong>What is the primary function of the 'Before Update Domain' in an automation rule?</strong><br><br>A) It defines the set of records the rule acts on after the trigger event occurs.<br>B) It defines the conditions a record must meet before the trigger event occurs.<br>C) It specifies the user groups that are allowed to trigger the automation rule.";"✅ <strong>Jawaban: B) It defines the conditions a record must meet before the trigger event occurs.</strong>";"odoo19::studio"
"<strong>How can you trigger an automated action only upon the creation of a record?</strong><br><br>A) Set the Trigger to 'On create'.<br>B) Set the Trigger to 'On save' and use 'ID is not set' as the 'Before Update Domain' and 'ID is set' as the 'Apply on' domain.<br>C) Set the Trigger to 'Values Updated' and select 'Creation Date' as the field to watch.";"✅ <strong>Jawaban: A) Set the Trigger to 'On create'.</strong>";"odoo19::studio"
"<strong>If you were in any list view, how would you display 1,000 records at once?</strong><br><br>A) All records are always displayed.<br>B) By clicking on the page indicator next to the view options and entering 1-1000.<br>C) 80 records is the maximum number of results that can be displayed in list view.";"✅ <strong>Jawaban: B) By clicking on the page indicator next to the view options and entering 1-1000.</strong>";"odoo19::introduction"
"<strong>How do you archive a company in Odoo?</strong><br><br>A) Companies cannot be archived for traceability purposes.<br>B) Contact Odoo, this needs to be performed by Odoo Support.<br>C) Go to General Settings > Manage Companies > Select the company line (list view) > Action > Archive.";"✅ <strong>Jawaban: C) Go to General Settings > Manage Companies > Select the company line (list view) > Action > Archive.</strong>";"odoo19::introduction"
"<strong>What option in Odoo can help a user better protect their account?</strong><br><br>A) VPN (Virtual Private Network).<br>B) Use an incognito browser window.<br>C) 2FA (Two-Factor Authentication).";"✅ <strong>Jawaban: C) 2FA (Two-Factor Authentication).</strong>";"odoo19::introduction"
"<strong>How can I set separate invoice and delivery addresses for a customer when creating a quotation?</strong><br><br>A) In the Contacts app, open a customer's contact form. Under the Contacts tab, click ""Add Contact"". Then enter addresses under both the ""Invoice"" and ""Delivery"" radio buttons. This automatically fills out the invoice and delivery address fields in quotations<br>B) In the Settings app, search for ""Customer Invoices"" and tick the ""Customer Addresses"" box. This will add an option to set separate invoice and delivery addresses to each quotation<br>C) In the Sales app, under the ""Configuration"" header, choose ""Delivery Method"". Click the ""New"" button and create a Delivery Method set to ""Invoice address only""";"✅ <strong>Jawaban: A) In the Contacts app, open a customer's contact form. Under the Contacts tab, click ""Add Contact"". Then enter addresses under both the ""Invoice"" and ""Delivery"" radio buttons. This automatically fills out the invoice and delivery address fields in quotations</strong>";"odoo19::sales"
"<strong>What does it mean when a product has both the ""Purchase"" checkbox and the ""Replenish on Order (MTO)"" checkbox in the Inventory tab checked on its product form?</strong><br><br>A) When a reordering rule set on the product is triggered, a manufacturing order will be generated if there is not sufficient inventory<br>B) When a sales order is confirmed, a Request for Quotation to purchase the product from a vendor will be generated if there is not sufficient inventory<br>C) When inventory for the product reaches 0, a Request for Quotation will be sent to a vendor to have them come and assemble more of the product in your warehouse";"✅ <strong>Jawaban: B) When a sales order is confirmed, a Request for Quotation to purchase the product from a vendor will be generated if there is not sufficient inventory</strong>";"odoo19::inventory"
"<strong>What does it mean if the forecasted quantity of a product is higher than the quantity on hand?</strong><br><br>A) You have enabled ""Include Components In Forecasts"" and your forecast is including potential units you may choose to manufacture at a future date<br>B) New products are planned to be added to inventory because of a purchase or manufacturing order or because of returns<br>C) A sales order has failed and product has not been removed from inventory";"✅ <strong>Jawaban: B) New products are planned to be added to inventory because of a purchase or manufacturing order or because of returns</strong>";"odoo19::introduction"
"<strong>What does it mean when a product is labeled under the product type, ""Combo""?</strong><br><br>A) When purchasing this product type, the customer can choose one product amongst a selection of multiple<br>B) This product is a combination of a ""Good"" and a ""Service""<br>C) When purchasing this product, the customer must choose multiple product variants to submit an order";"✅ <strong>Jawaban: A) When purchasing this product type, the customer can choose one product amongst a selection of multiple</strong>";"odoo19::introduction"
"<strong>When would it be most useful to use 'Order Grid Entry' as the sales variant selection type for a product?</strong><br><br>A) When clients want their sales orders organized in a grid<br>B) When salespeople typically recommend specific product variants to clients<br>C) When salespeople usually create large quotations with many product variants for clients";"✅ <strong>Jawaban: B) When salespeople typically recommend specific product variants to clients</strong>";"odoo19::sales"
"<strong>What is the difference between a pro-forma invoice and a standard invoice?</strong><br><br>A) A pro-forma invoice is not used to request payment from a customer, but rather as a confirmation step between quotation and invoicing<br>B) A pro-forma invoice is legally non-binding, meaning that neither you nor your customer can be sued for failing to follow its terms<br>C) A pro-forma invoice follows a standardized format intended for providing professional services, like a legal consultation";"✅ <strong>Jawaban: B) A pro-forma invoice is legally non-binding, meaning that neither you nor your customer can be sued for failing to follow its terms</strong>";"odoo19::accounting"
"<strong>Which of the following is NOT a valid option when setting an achievement-based commission plan for your team?</strong><br><br>A) A plan based on the total amount of sales invoiced<br>B) A plan based on the total amount of sales quoted<br>C) A plan based on the total quantity of products sold";"✅ <strong>Jawaban: B) A plan based on the total amount of sales quoted</strong>";"odoo19::introduction"
"<strong>What does the Allow Roaming option let participants do during a survey?</strong><br><br>A) Pause the survey and complete it at a different day or time.<br>B) Share their responses with other participants.<br>C) Go back to previous pages of the survey if needed.";"✅ <strong>Jawaban: C) Go back to previous pages of the survey if needed.</strong>";"odoo19::survey"
"<strong>What happens to an opportunity that is marked as 'Lost'?</strong><br><br>A) The opportunity is archived and hidden from the main dashboard but can be accessed using Filters > Lost.<br>B) The opportunity is moved to the Lost stage in the Kanban view and remains visible but inactive.<br>C) The opportunity is archived and removed from all dashboards but can still be accessed through advanced search options.";"✅ <strong>Jawaban: A) The opportunity is archived and hidden from the main dashboard but can be accessed using Filters > Lost.</strong>";"odoo19::crm"
"<strong>Compared to an opportunity, how likely is a lead to be won in Odoo?</strong><br><br>A) A lead is more likely to be won than an opportunity.<br>B) A lead is less likely to be won than an opportunity.<br>C) Leads and opportunities have the same likelihood of being won.";"✅ <strong>Jawaban: B) A lead is less likely to be won than an opportunity.</strong>";"odoo19::crm"
"<strong>What is the difference between deleting an opportunity and marking it as Lost?</strong><br><br>A) Deleting an opportunity removes it from all views but allows it to be restored via the database's archived records.<br>B) Marking an opportunity as Lost simply hides it from the pipeline without deleting the record.<br>C) Deleting an opportunity and marking it as Lost both archive the record, but marking it as Lost also triggers a notification to the sales team.";"✅ <strong>Jawaban: B) Marking an opportunity as Lost simply hides it from the pipeline without deleting the record.</strong>";"odoo19::crm"
"<strong>When can the Expected Revenue on an opportunity be set in Odoo?</strong><br><br>A) It cannot be set manually because it is computed from the untaxed amount of linked sales orders.<br>B) It can only be set when creating the opportunity.<br>C) It can be set or modified manually at any time.";"✅ <strong>Jawaban: C) It can be set or modified manually at any time.</strong>";"odoo19::crm"
"<strong>How can you set the Days to Rot for a stage in the CRM pipeline?</strong><br><br>A) Click the gear icon on the stage, select Edit, and enter the number of days in the Days to Rot field.<br>B) Open any opportunity in that stage and set the number of days in the Days to Rot field on the record itself.<br>C) Go to Configuration > CRM Settings and define a default number of days that applies to all stages in the pipeline.";"✅ <strong>Jawaban: A) Click the gear icon on the stage, select Edit, and enter the number of days in the Days to Rot field.</strong>";"odoo19::crm"
"<strong>In an AI Agent prompt, what does /record selector allow you to do?</strong><br><br>A) To attach files from the Documents app to an AI conversation.<br>B) To open a filtered list view of related records in a separate window.<br>C) To reference or update information from a specific record when interacting with the AI Agent.";"✅ <strong>Jawaban: C) To reference or update information from a specific record when interacting with the AI Agent.</strong>";"odoo19::ai"
"<strong>How can you enable AI to transcribe meetings in Odoo?</strong><br><br>A) In the Discuss app, go to Configuration > Voice & Video Settings and enable AI Transcription.<br>B) In Knowledge > Browse Templates, select Meeting Minutes.<br>C) Type ""/"" to open the command palette on an article, note tab, or description tab, and select Voice Transcript.";"✅ <strong>Jawaban: C) Type ""/"" to open the command palette on an article, note tab, or description tab, and select Voice Transcript.</strong>";"odoo19::introduction"
"<strong>What does the ""Ask AI Search"" feature do?</strong><br><br>A) To turn a plain-language search into the right database filters automatically.<br>B) To generate AI suggestions for improving your search terms.<br>C) To search only within Knowledge articles and uploaded files.";"✅ <strong>Jawaban: A) To turn a plain-language search into the right database filters automatically.</strong>";"odoo19::introduction"
"<strong>If an AI Agent with ""Restrict to Sources"" enabled is asked something outside its defined Topics or Sources, how does it respond?</strong><br><br>A) It informs the user it doesn't have the information or permissions to respond.<br>B) It automatically switches to another provider.<br>C) It guesses the most likely answer based on previous responses.";"✅ <strong>Jawaban: A) It informs the user it doesn't have the information or permissions to respond.</strong>";"odoo19::ai"
"<strong>What happens when you change an event state to 'cancelled'?</strong><br><br>A) Event attendees are automatically sent an email using the email template 'Event: Cancelled', and the 'Register' button changes to a 'Cancelled' button on the website.<br>B) Automatically moves the event to the 'Ended' stage, and emails attendees using the 'Event: Cancelled' email template.<br>C) Replaces the 'Register' button with a 'Cancelled' image on the event website and even Kanban card, and disables outgoing emails for the event.";"✅ <strong>Jawaban: C) Replaces the 'Register' button with a 'Cancelled' image on the event website and even Kanban card, and disables outgoing emails for the event.</strong>";"odoo19::introduction"
"<strong>What social media wall can be displayed on your website?</strong><br><br>A) Instagram<br>B) TikTok<br>C) LinkedIn";"✅ <strong>Jawaban: A) Instagram</strong>";"odoo19::website"
"<strong>How can you animate elements of your website using ""animation""?</strong><br><br>A) You can add On scroll & On Hover animation on images only.<br>B) You can add On scroll & On Appearance animation on any column.<br>C) You can add On Scroll & On Appearance animation on most text, images, and blocks. And you can add On Hover animation on images.";"✅ <strong>Jawaban: C) You can add On Scroll & On Appearance animation on most text, images, and blocks. And you can add On Hover animation on images.</strong>";"odoo19::website"
"<strong>How can you hide the header and/or footer on pages?</strong><br><br>A) You can do this upon activating developer mode.<br>B) You can do this in the website editor, in the Styles tab.<br>C) You can do this in the website editor, in the Blocks tab.";"✅ <strong>Jawaban: B) You can do this in the website editor, in the Styles tab.</strong>";"odoo19::introduction"
"<strong>All products with attribute value 'A' should be priced $50 higher than products with attribute value 'B'. How can you automate this price difference?</strong><br><br>A) By changing the 'Default Extra Price' value in the backend of that attribute.<br>B) In 'Sales Price' on product variants.<br>C) This can only be done with a pricelist.";"✅ <strong>Jawaban: A) By changing the 'Default Extra Price' value in the backend of that attribute.</strong>";"odoo19::introduction"
"<strong>How can you allow customers to order online and then pay in person at your stores?</strong><br><br>A) By enabling the ""Pay in Site"" payment provider.<br>B) By enabling the 'Click & Collect' feature, configuring a picking site, and activating the 'Pay in Site' payment provider.<br>C) By activating the 'Pick-up in Store' feature in the website settings.";"✅ <strong>Jawaban: B) By enabling the 'Click & Collect' feature, configuring a picking site, and activating the 'Pay in Site' payment provider.</strong>";"odoo19::introduction"
"<strong>What other option is there to display a color variant of a product?</strong><br><br>A) A video, a GIF, or a 3D render of the product can be used instead of a color.<br>B) A 3D render of the product color variant can be displayed.<br>C) An image of the product or a GIF can be displayed instead of a color.";"✅ <strong>Jawaban: C) An image of the product or a GIF can be displayed instead of a color.</strong>";"odoo19::introduction"
"<strong>How can you automatically generate a product description?</strong><br><br>A) First, download the AI app and add your API key. Then you can use it to generate a product description.<br>B) In Website > Configuration > Settings, enable ""Generate Product Description Automatically"".<br>C) In the product backend, on the Sales tab, click the generate description button.";"✅ <strong>Jawaban: B) In Website > Configuration > Settings, enable ""Generate Product Description Automatically"".</strong>";"odoo19::introduction"
"<strong>Which of the following powerbox commands are exclusive to Knowledge?</strong><br><br>A) Index, Item Kanban/Cards/List/Calendar<br>B) Separator, Checklist, Quote, Media, Emoji<br>C) Banner Info/Success/Warning/Danger";"✅ <strong>Jawaban: A) Index, Item Kanban/Cards/List/Calendar</strong>";"odoo19::knowledge"
"<strong>What can you do if you accidentally delete an article's section?</strong><br><br>A) Restore the previous version of the article<br>B) Restore the article from the 'Archived' articles<br>C) Restore the article from the 'Trash'";"✅ <strong>Jawaban: A) Restore the previous version of the article</strong>";"odoo19::introduction"
"<strong>What information is not displayed on a project's dashboard?</strong><br><br>A) The project's milestones<br>B) The project's customer ratings<br>C) The project's profitability";"✅ <strong>Jawaban: B) The project's customer ratings</strong>";"odoo19::project"
"<strong>How are the tasks in the ""My Tasks"" pipeline managed?</strong><br><br>A) They are moved automatically across stages based on their deadline<br>B) They are moved automatically across stages based on their next activity's date<br>C) You move them manually across stages";"✅ <strong>Jawaban: C) You move them manually across stages</strong>";"odoo19::crm"
"<strong>What does the blue color represents in the bar at the top of a Kanban stage?</strong><br><br>A) Sub-tasks<br>B) Unassigned tasks<br>C) Task blocked by other tasks";"✅ <strong>Jawaban: C) Task blocked by other tasks</strong>";"odoo19::project"
"<strong>When entering timesheets, how is the timesheet cost generated?</strong><br><br>A) By setting an hourly cost on the employee form<br>B) By setting a cost on the product form<br>C) By setting a timesheet cost on the task form";"✅ <strong>Jawaban: A) By setting an hourly cost on the employee form</strong>";"odoo19::project"
"<strong>What depreciation methods are available for an asset?</strong><br><br>A) Declining, Straight line then Declining, and Straight line.<br>B) Declining, Declining then Straight line, and Straight line.<br>C) Declining, Declining then Straight line, Straight line, and Progressive.";"✅ <strong>Jawaban: B) Declining, Declining then Straight line, and Straight line.</strong>";"odoo19::introduction"
"<strong>What happens if a customer account is managed in a different currency than the company's currency?</strong><br><br>A) The invoice/bill and the journal items are recorded using the account currency.<br>B) The invoice/bill is recorded using the company's currency even if the account is managed in a different currency.<br>C) The invoice/bill is recorded using the account currency but the journal items are set in the company currency.";"✅ <strong>Jawaban: C) The invoice/bill is recorded using the account currency but the journal items are set in the company currency.</strong>";"odoo19::introduction"
"<strong>What happens if a currency is not set on an account in your chart of accounts?</strong><br><br>A) The account can be used for transactions in any currency.<br>B) The account can only be used for transactions in the main company's currency.<br>C) Currency cannot be managed at account level, only at journal level.";"✅ <strong>Jawaban: A) The account can be used for transactions in any currency.</strong>";"odoo19::introduction"
